TRINITY_DN21551_c1_g1_i1	GO:0003677; GO:0003713; GO:0005634; GO:0005667; GO:0060261
TRINITY_DN21560_c0_g1_i1	GO:0003735; GO:0005840; GO:0006412
TRINITY_DN21536_c0_g1_i1	GO:0004970; GO:0005886; GO:0015276; GO:0016021; GO:0030054; GO:0038023; GO:0045211
TRINITY_DN21564_c1_g1_i1	GO:0000139; GO:0005484; GO:0005783; GO:0005789; GO:0005793; GO:0006888; GO:0006890; GO:0012507; GO:0015031; GO:0016021; GO:0031201; GO:0033116; GO:0042470; GO:0048280
TRINITY_DN21546_c0_g1_i1	
TRINITY_DN21563_c0_g1_i1	GO:0000018; GO:0000729; GO:0000792; GO:0003677; GO:0003678; GO:0003682; GO:0005524; GO:0005634; GO:0005654; GO:0008094; GO:0035861; GO:0043044; GO:0043596; GO:0051304; GO:0070932; GO:0070933
TRINITY_DN21509_c0_g1_i1	GO:0005634; GO:0045893
TRINITY_DN21561_c0_g1_i1	GO:0004022; GO:0005737; GO:0006069; GO:0008270; GO:0051903
TRINITY_DN21553_c0_g1_i1	GO:0005509; GO:0005788; GO:0006457; GO:0030246; GO:0051082
TRINITY_DN21565_c0_g1_i1	GO:0005737; GO:0016605; GO:0016925; GO:0019899; GO:0043392
TRINITY_DN21568_c1_g1_i1	GO:0003924; GO:0005525; GO:0005634; GO:0005737; GO:0005786; GO:0005829; GO:0006614; GO:0006616; GO:0008144; GO:0008312; GO:0016607; GO:0019003; GO:0030942; GO:0043021
TRINITY_DN21566_c0_g1_i1	GO:0000149; GO:0005484; GO:0005623; GO:0005737; GO:0005765; GO:0005789; GO:0005794; GO:0005802; GO:0005886; GO:0006887; GO:0006888; GO:0006906; GO:0006911; GO:0008021; GO:0008333; GO:0009986; GO:0016020; GO:0016192; GO:0017156; GO:0019905; GO:0030027; GO:0030054; GO:0030133; GO:0030141; GO:0030175; GO:0030285; GO:0030667; GO:0030670; GO:0031091; GO:0031143; GO:0031201; GO:0031902; GO:0034197; GO:0035493; GO:0035577; GO:0043001; GO:0043005; GO:0043231; GO:0043308; GO:0043312; GO:0043320; GO:0045177; GO:0045335; GO:0047496; GO:0048280; GO:0048471; GO:0050775; GO:0098686; GO:1900483; GO:1903595
TRINITY_DN21540_c0_g1_i1	GO:0000124; GO:0005634; GO:0005669; GO:0006325; GO:0006357; GO:0006366; GO:0006367; GO:0046695; GO:0046982; GO:0051123
TRINITY_DN21539_c0_g1_i1	GO:0003924; GO:0005525; GO:0005829; GO:0005886; GO:0005923; GO:0019003; GO:0019904; GO:0030336; GO:0030496; GO:0031532; GO:0031954; GO:0032486; GO:0034613; GO:0044291; GO:0045121; GO:0046328; GO:0048814; GO:0055038; GO:0061097; GO:0070062; GO:0070527
TRINITY_DN21541_c0_g1_i1	GO:0003975; GO:0003976; GO:0005789; GO:0006047; GO:0006487; GO:0006488; GO:0006489; GO:0008963; GO:0016020; GO:0016021; GO:0016757; GO:0019348; GO:0043231; GO:0046872
TRINITY_DN21548_c0_g1_i1	GO:0000176; GO:0000177; GO:0000178; GO:0000467; GO:0001650; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0016075; GO:0017091; GO:0034427; GO:0034473; GO:0034475; GO:0034476; GO:0035925; GO:0042802; GO:0043231; GO:0043928; GO:0071028; GO:0071035; GO:0071038; GO:0071042
TRINITY_DN21543_c0_g1_i1	GO:0000221; GO:0005524; GO:0005623; GO:0005769; GO:0005829; GO:0005886; GO:0005903; GO:0007035; GO:0016787; GO:0033181; GO:0046034; GO:0048471; GO:1902600
TRINITY_DN21538_c0_g1_i1	GO:0003746; GO:0003924; GO:0005525; GO:0005737
TRINITY_DN21550_c1_g1_i1	GO:0003785; GO:0005829; GO:0005856; GO:0005938; GO:0007015; GO:0030054
TRINITY_DN21550_c1_g1_i3	GO:0003785; GO:0005829; GO:0005856; GO:0005938; GO:0007015; GO:0030054
TRINITY_DN21517_c0_g1_i1	GO:0000122; GO:0001701; GO:0001709; GO:0001889; GO:0001890; GO:0001947; GO:0002011; GO:0002315; GO:0002437; GO:0003184; GO:0005509; GO:0005576; GO:0005634; GO:0005654; GO:0005829; GO:0005886; GO:0005887; GO:0005929; GO:0006357; GO:0006959; GO:0007050; GO:0007219; GO:0007368; GO:0008284; GO:0009887; GO:0009986; GO:0010629; GO:0010838; GO:0019899; GO:0030326; GO:0030513; GO:0035264; GO:0035622; GO:0038023; GO:0042060; GO:0042742; GO:0043011; GO:0043065; GO:0043235; GO:0045672; GO:0045967; GO:0046579; GO:0046849; GO:0051059; GO:0060413; GO:0060674; GO:0061073; GO:0070374; GO:0070986; GO:0072014; GO:0072015; GO:0072104; GO:0072574; GO:0072576; GO:0072602; GO:1990705; GO:2000249; GO:2001204
TRINITY_DN21517_c0_g1_i2	GO:0000122; GO:0001701; GO:0001709; GO:0001889; GO:0001890; GO:0001947; GO:0002011; GO:0002315; GO:0002437; GO:0003184; GO:0005509; GO:0005576; GO:0005634; GO:0005654; GO:0005829; GO:0005886; GO:0005887; GO:0005929; GO:0006357; GO:0006959; GO:0007050; GO:0007219; GO:0007368; GO:0008284; GO:0009887; GO:0009986; GO:0010629; GO:0010838; GO:0019899; GO:0030326; GO:0030513; GO:0035264; GO:0035622; GO:0038023; GO:0042060; GO:0042742; GO:0043011; GO:0043065; GO:0043235; GO:0045672; GO:0045967; GO:0046579; GO:0046849; GO:0051059; GO:0060413; GO:0060674; GO:0061073; GO:0070374; GO:0070986; GO:0072014; GO:0072015; GO:0072104; GO:0072574; GO:0072576; GO:0072602; GO:1990705; GO:2000249; GO:2001204
TRINITY_DN21547_c0_g1_i1	GO:0002102; GO:0004721; GO:0004725; GO:0005634; GO:0005737; GO:0005829; GO:0005925; GO:0006470; GO:0017124; GO:0035335; GO:0042058; GO:0042246; GO:0042995; GO:0071364
TRINITY_DN21511_c0_g1_i1	GO:0003712; GO:0005634; GO:0006355; GO:0007626; GO:0014019; GO:0035222; GO:0045892; GO:0048666
TRINITY_DN21532_c0_g1_i1	GO:0003824; GO:0016051
TRINITY_DN21567_c4_g1_i1	GO:0000027; GO:0002181; GO:0003735; GO:0005737; GO:0022625; GO:0022626; GO:0043025
TRINITY_DN21552_c0_g1_i1	GO:0005730; GO:0005739; GO:0005761; GO:0005762
TRINITY_DN5656_c0_g1_i3	GO:0004017; GO:0005524; GO:0005525; GO:0005739; GO:0005758; GO:0005759; GO:0006172; GO:0006756; GO:0042802; GO:0046033; GO:0046034; GO:0046039; GO:0046041; GO:0046051; GO:0046060; GO:0046899
TRINITY_DN5656_c0_g1_i2	GO:0004017; GO:0005524; GO:0005525; GO:0005739; GO:0005758; GO:0005759; GO:0006172; GO:0006756; GO:0042802; GO:0046033; GO:0046034; GO:0046039; GO:0046041; GO:0046051; GO:0046060; GO:0046899
TRINITY_DN5656_c0_g1_i1	GO:0005739; GO:0005741; GO:0008270; GO:0016491; GO:0050773
TRINITY_DN5625_c0_g1_i1	GO:0015031
TRINITY_DN5625_c0_g1_i2	GO:0015031
TRINITY_DN5655_c0_g1_i1	GO:0005576; GO:0007586; GO:0016042; GO:0016788
TRINITY_DN5680_c0_g1_i3	GO:0005634; GO:0007049; GO:0051301
TRINITY_DN5680_c0_g1_i1	GO:0005634; GO:0007049; GO:0051301
TRINITY_DN5680_c0_g1_i2	GO:0005634; GO:0007049; GO:0051301
TRINITY_DN5691_c0_g1_i1	GO:0000147; GO:0003779; GO:0005737; GO:0005884; GO:0006897; GO:0007015; GO:0008360; GO:0030041; GO:0030048; GO:0030479; GO:0032233; GO:0043332; GO:0045010; GO:0051015; GO:0051127; GO:0051666; GO:0071933; GO:0140224; GO:2000601
TRINITY_DN5627_c0_g1_i1	GO:0000932; GO:0005154; GO:0005634; GO:0006402; GO:0017148; GO:0019221; GO:0019900; GO:0019904; GO:0030014; GO:0030015; GO:0031047; GO:0033138; GO:0033147; GO:0042803; GO:0045742; GO:2000327
TRINITY_DN5627_c0_g1_i2	GO:0000932; GO:0005154; GO:0005634; GO:0006402; GO:0017148; GO:0019221; GO:0019900; GO:0019904; GO:0030014; GO:0030015; GO:0031047; GO:0033138; GO:0033147; GO:0042803; GO:0045742; GO:2000327
TRINITY_DN5603_c0_g1_i2	GO:0001764; GO:0003151; GO:0005509; GO:0005576; GO:0005886; GO:0007411; GO:0007427; GO:0007432; GO:0007502; GO:0007509; GO:0008078; GO:0008201; GO:0008347; GO:0008406; GO:0010632; GO:0016199; GO:0016201; GO:0022409; GO:0030182; GO:0030335; GO:0035050; GO:0035385; GO:0048495; GO:0048813; GO:0050929; GO:0071666; GO:2000274
TRINITY_DN5603_c0_g1_i1	GO:0001764; GO:0003151; GO:0005509; GO:0005576; GO:0005886; GO:0007411; GO:0007427; GO:0007432; GO:0007502; GO:0007509; GO:0008078; GO:0008201; GO:0008347; GO:0008406; GO:0010632; GO:0016199; GO:0016201; GO:0022409; GO:0030182; GO:0030335; GO:0035050; GO:0035385; GO:0048495; GO:0048813; GO:0050929; GO:0071666; GO:2000274
TRINITY_DN5610_c0_g1_i1	GO:0003682; GO:0005634; GO:0005730
TRINITY_DN5607_c0_g1_i1	GO:0004674; GO:0004712; GO:0004713; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005856; GO:0006468; GO:0007608; GO:0009416; GO:0016740; GO:0018105; GO:0018107; GO:0030177; GO:0042048
TRINITY_DN5630_c0_g1_i1	GO:0005634; GO:0005730; GO:0030490; GO:0032040
TRINITY_DN5668_c0_g2_i1	
TRINITY_DN5668_c0_g2_i3	
TRINITY_DN5668_c0_g2_i2	
TRINITY_DN5668_c0_g1_i3	GO:0044255
TRINITY_DN5668_c0_g1_i4	GO:0044255
TRINITY_DN5668_c0_g1_i2	
